,statement,choice
0, A stove sits on a pan ,"#statement:  A stove sits on a pan 

        Select the most corresponding reason why this statement is against common sense:
        A. pans are usually black or silver
B. A stove can be really hot
C. A pan is much smaller than a stove
        choice: 
         B)A Stove Can Be Really Hot"
0, I would like to fry a laptop ,"#statement:  I would like to fry a laptop 

        Select the most corresponding reason why this statement is against common sense:
        A. frying the laptop will damage the machine
B. I played the laptop while eating fried food
C. I learned to fry potatoes from the laptop
        choice: 
         (A)"
0, The goldfish ate a cat. ,"#statement:  The goldfish ate a cat. 

        Select the most corresponding reason why this statement is against common sense:
        A. Goldfish are herbivores
B. Goldfish and cats live on Earth.
C. The cat is lovely.
        choice: 
         (A)"
0, I put the leftover food in the oven. ,"#statement:  I put the leftover food in the oven. 

        Select the most corresponding reason why this statement is against common sense:
        A. People cook in an oven.
B. You can eat leftover food later.
C. Ovens cannot be used to store food
        choice: 
         B"
0, Lasagna is often eaten during movies. ,"#statement:  Lasagna is often eaten during movies. 

        Select the most corresponding reason why this statement is against common sense:
        A. Few people eat lasagna during movies.
B. Lasagna is the favorite food of some people.
C. Lasagna is a type of pasta that usually has meat.
        choice: 
         (A)"
0, You are more likely to overeat on a full stomach. ,"#statement:  You are more likely to overeat on a full stomach. 

        Select the most corresponding reason why this statement is against common sense:
        A. Overeating can lead to overweight
B. You can hardly eat anything if your stomach is already full
C. Overeating is not healthy
        choice: 
         B"
0, the cow had a significant amount of rust ,"#statement:  the cow had a significant amount of rust 

        Select the most corresponding reason why this statement is against common sense:
        A. rust is most often reddish in color
B. cows are likely to be found on farms
C. only certain metals can rust
        choice: 
         B)cows are unlikely to have any significance amounts or rusted"
0, She turned the sun off. ,"#statement:  She turned the sun off. 

        Select the most corresponding reason why this statement is against common sense:
        A. The sun is too hot
B. The sun is too large
C. Humans cannot control the sun
        choice: 
         (A)"
0, I need to heat up some water using the refrigerator ,"#statement:  I need to heat up some water using the refrigerator 

        Select the most corresponding reason why this statement is against common sense:
        A. refrigerators have doors
B. refrigerators have low temperatures
C. refrigerators can store food
        choice: 
         B) Refrigerators are designed and built for cooling, not heating purposes"
0, The bird rented a room ,"#statement:  The bird rented a room 

        Select the most corresponding reason why this statement is against common sense:
        A. The bird has no money
B. The bird cannot rent a room
C. There are no rooms for rent
        choice: 
         (A)"
0, he always wins the lottery ,"#statement:  he always wins the lottery 

        Select the most corresponding reason why this statement is against common sense:
        A. lottery is usually worn only once by the same party
B. you cannot buy lottery cheat codes
C. the chances of always winning a lotto consistently is very low
        choice: 
         C"
