,Unnamed: 0,statement,choice,choices
202,202, the lion likes ice cream ,B,"A. people made ice cream
B. the lion doesn't eat ice cream
C. Lions like eating meats"
203,203, You are likely to find Rice bags in a shoe shop ,B,"A. Rice is white and shoes are of leather
B. Rice bags will be available in Grocery shops
C. Rice bags are usually bigger"
204,204," After cutting my hair, the barber shoveled snow that had fallen on the floor ",A,"A. When a barber cuts hair, the hair that is cut--not snow!---falls to the floor
B. Snow is removed with a shovel, not a broom.
C. Snow does not stick when it falls indoors."
205,205, The boy sucked on the popsicle with his nostril. ,B,"A. Most people have exactly two nostrils.
B. No one can suck anything with their nostrils.
C. he uses the nostril to smell the popsicle"
206,206, People may consider you polite if you do not say please when asking for something. ,B,"A. children should be taught to form the habit of saying please when asking for something
B. asking for something without saying please is a rude behavior
C. people who are polite are popular while those who are rude are disliked"
207,207, He put his pants on a horse ,B,"A. Horses look good in pants
B. Horses don't wear pants
C. Horses wear pants and dogs t-shirts"
208,208, A scholar is well-payed ,C,"A. A scholar is paid by someone
B. a scholar is people that are paid at some point
C. A scholar in practices is one of the people that receive the less money in the pyramid"
209,209, Cats are bipedal creatures ,B,"A. Cats have padded toes.
B. Cats are anatomically incapable of walking on just two legs
C. Cats use their tails to balance when walking."
210,210, the clock shows animals ,B,"A. animals will not make clocks
B. the clock is used to show the time to people
C. animals will not buy clocks"
211,211, he had Michael Jordan at the game ,C,"A. Michale Jordan is an ex NBA basketball player, air jordans are his brand of shoes
B. Michael Jordan doesn't attend every basketball game
C. Michael Jordan wasn't at the actual games"
212,212, He sent some messages from the WhatsApp mobile application by his shoes ,B,"A. shoe is the best thing to convert the messages.
B. No one can send the WhatsApp messages by their's shoes.
C. Shoe can speak with the peoples"
213,213, A teacher is writing in the board by Blade ,C,"A. blade is too sharp and dangerous
B. Blade is always used to tare something
C. No teacher use blade to write anything in the board"
214,214, A stop sign is always white ,C,"A. we should stop white pollution
B. stop signs mean you must stop
C. white cannot catch the human eye easily"
215,215, Abuse is good and fun ,A,"A. Abuse can be terrifying and horrific
B. Low self-esteem isn't why people get abused
C. Men can be abused too"
216,216, Fruit needs people to live ,A,"A. Fruit doesn't any animals to live
B. Fruit has no mouth
C. Fruit is multicolored"
217,217, she was met with an accident and was rushed to the library ,A,"A. a library is full of books without doctors and nurses
B. Some accidents happen in the library.
C. Libraries are not open for 24 hours"
218,218, Orange juice is made from beans ,C,"A. Orange juice has different color with beans
B. Orange juice is liquid and beans are solid
C. Orange juice is made from oranges"
219,219, He opened the bottle to read it ,B,"A. He couldn't open the bottle
B. Writing is on the outside of the bottle
C. He couldn't read at all"
220,220, I am going for my family tour in one cycle ,C,"A. one cycle is small but my family was the biggest
B. my family joined family not travel one cycle
C. only one person to travel per one cycle"
221,221, he fed boulders to the monkey ,A,"A. boulders are too hard to eat
B. monkeys are alive but boulders are lifeless
C. boulders are usually heavier than monkeys"
222,222," Read a book and you'll be thrown into a world of lions, witches, and wardrobes, and have to fight for your life! ",A,"A. Reading a book doesn't literally or physically send you anywhere.
B. Witches, or at least, people believed to be witches, were burned at the stake in this book.
C. A wardrobe is a great way to organize your books."
223,223, She saw a boat flying over the river ,B,"A. Boat and river are closely related
B. boats cant fly
C. a river has plenty of water in it"
224,224," the dog growled, then taught the boy ",B,"A. the dog growled because it was so angry
B. the dog doesn't have the ability to teach people
C. the boy teaches biology in the school"
225,225, Restaurants are places to cook your dinner. ,B,"A. I just bought a few steaks, so let's cook them.
B. Restaurants make the food for you.
C. If you are hungry, then let's go to a restaurant."
226,226, The child studied a lot to open a door. ,A,"A. Opening a door isn't something you study for.
B. He opened the door and went into the library to study something
C. Some doors open automatically for people"
227,227, he put a bear into a pot ,B,"A. the bear needs a honey pot for honey
B. a pot is much smaller than a bear
C. the bear wants to eat the food in the pot"
228,228, The protein bar ate me ,C,"A. Protein bars can provide energy for people
B. Working out allows you to eat protein bars
C. The protein bar is a kind of food"
229,229, My child likes to wear her bathing suit to school. ,C,"A. The bathing suit does not have stripes.
B. My child does not eat ham when she wears her bathing suit.
C. The bathing suit is not appropriate for school."
230,230, Anthony decided that he will kick the warm glass of water to the fridge. ,A,"A. kicking a glass of water will make the glass falls and the water spills
B. Anthony makes many decisions every day
C. The warm glass of water is good enough to drink."
231,231, People can breathe in outer space without any mechanical aid or protection. ,C,"A. People are not the machines that operate within space.
B. Space does not need oxygen or machines to aid it.
C. Humans require oxygen and space has a lack of that"
232,232, my son has four big hands ,C,"A. a hand has five fingers
B. my son's eyes are big
C. no one has four hans"
233,233, detergents are used in an investigation ,A,"A. investigation can never be done using detergents
B. agents help to investigate cases
C. people always ask for an investigation"
234,234, she put the cat in the bowl ,B,"A. cats also have their own bowls
B. The cat is much bigger than the bowl
C. cat can't eat in a bowl"
235,235, she put the giraffe in the freezer ,C,"A. giraffe are usually painted and the freezer is usually white
B. giraffe can't eat the freezer
C. A giraffe is much bigger than the freezer"
236,236, relatives bark at the dog ,B,"A. my dog is a german shepherd
B. no human barks at the dog
C. all my relatives have pet dogs"
237,237, She put some money in the oven. ,A,"A. the oven is used to make food but not store money
B. money is made of paper and oven are made of iron
C. money is lighter than an oven"
238,238, He shucked a fish ,B,"A. oyster shells are too hard
B. You can't shuck fish
C. Many people like to eat fish"
239,239, the ink ran out of the pen ,A,"A. people inject ink into a pen and use pens to write
B. you can buy pens and inks in the supermarket
C. the pen is solid and ink is liquid"
240,240, My heater cools a lot ,C,"A. My heater heats up and the snow cools
B. A heater does not cool the house
C. A heater is for heating, so it does not cool"
241,241, I STOLE A BLUE CORVETTE ,B,"A. NOT EVERY country HAS THEIR OWN CORVETTES
B. CORVETTES ARE TOO BIG TO BE STOLE
C. CORVETTES ARE USEFUL IN THE WAR"
242,242, She is too timid so she loves to watch horror movies ,B,"A. Not everyone likes horror movies
B. A timid person doesn't dare to watch horror movies
C. Women are not always timid"
243,243, boys wear bra to provide support to their breasts ,C,"A. anyone can wear a bra
B. bra is not very comfortable to wear
C. boy doesn't need to wear a bra because they don't have breasts."
244,244, The waterfall flowed up sending the children to the top of the rock. ,A,"A. a waterfall only flows down--not up.
B. A waterfall exists in the absence of water.
C. A waterfall cannot be found below sea level."
245,245, Joe wanted something to eat. He decided to drink a soccer ball. ,C,"A. a soccer ball is white and black
B. a soccer ball is made of rubber
C. a soccer ball is solid."
246,246, the dog gave birth to hotdogs ,C,"A. hotdogs are too processed and unhealthy for dogs
B. hotdogs should be cooked before they are eaten
C. hotdogs are lifeless, so they don't have parents"
247,247, Basketball is played with the feet ,A,"A. Basketball is played with hands
B. Many sports are played with feet
C. Playing basketball is fun"
248,248, he swims with piranhas ,C,"A. piranhas are found in Asia and the Amazon rivers, its hard to swim against currents
B. piranhas do not live in saltwater
C. piranhas are dangerous flesh-eating fish known to dissolve a full elephant in a matter of hours"
249,249, Flowers only need dirt to grow and nothing else. ,B,"A. there are many flowers in the world
B. Flowers use photosynthesis to create energy which they then use to grow,  so they need sunlight to grow.
C. today there is enough sunlight"
250,250, dolphins are fast to fly ,A,"A. dolphins live in the sea
B. dolphin are very smart
C. dolphins need to breathe every 30/60 min"
